person_id,eye_type,ear_value_left,ear_value_right
1,Round,0.654,0.409
1,Round,0.590,0.349
1,Round,0.614,0.371
1,Round,0.628,0.379
1,Round,0.620,0.394
1,Round,0.642,0.412
1,Round,0.645,0.414
1,Round,0.610,0.411
1,Round,0.524,0.349
1,Round,0.528,0.347
1,Round,0.378,0.282
1,Round,0.378,0.287
1,Round,0.328,0.261
1,Round,0.331,0.278
1,Round,0.385,0.332
1,Round,0.413,0.367
1,Round,0.414,0.383
1,Round,0.409,0.387
1,Round,0.421,0.422
1,Round,0.418,0.416
1,Round,0.408,0.409
1,Round,0.407,0.410
1,Round,0.394,0.391
1,Round,0.404,0.403
1,Round,0.405,0.398
1,Round,0.421,0.412
1,Round,0.404,0.396
1,Round,0.383,0.372
1,Round,0.323,0.310
1,Round,0.297,0.288
1,Round,0.319,0.315
1,Round,0.338,0.341
1,Round,0.354,0.351
1,Round,0.364,0.356
1,Round,0.394,0.388
1,Round,0.389,0.376
1,Round,0.403,0.395
1,Round,0.403,0.389
1,Round,0.403,0.389
1,Round,0.383,0.374
1,Round,0.389,0.379
1,Round,0.378,0.369
1,Round,0.389,0.379
1,Round,0.386,0.377
1,Round,0.394,0.381
1,Round,0.399,0.386
1,Round,0.382,0.372
1,Round,0.391,0.383
1,Round,0.401,0.387
1,Round,0.394,0.382
1,Round,0.402,0.389
1,Round,0.402,0.387
1,Round,0.393,0.381
1,Round,0.393,0.380
1,Round,0.393,0.382
1,Round,0.333,0.325
1,Round,0.316,0.300
1,Round,0.326,0.318
1,Round,0.354,0.343
1,Round,0.385,0.376
1,Round,0.387,0.376
1,Round,0.391,0.380
1,Round,0.400,0.387
1,Round,0.391,0.380
1,Round,0.382,0.372
1,Round,0.389,0.381
1,Round,0.382,0.371
1,Round,0.375,0.365
1,Round,0.376,0.367
1,Round,0.365,0.360
1,Round,0.362,0.360
1,Round,0.373,0.366
1,Round,0.379,0.369
1,Round,0.368,0.356
1,Round,0.360,0.352
1,Round,0.366,0.364
1,Round,0.349,0.346
1,Round,0.364,0.361
1,Round,0.373,0.362
1,Round,0.384,0.370
1,Round,0.386,0.374
1,Round,0.391,0.375
1,Round,0.405,0.382
1,Round,0.391,0.373
1,Round,0.385,0.369
1,Round,0.396,0.375
1,Round,0.372,0.356
1,Round,0.374,0.353
1,Round,0.372,0.355
1,Round,0.385,0.367
1,Round,0.385,0.366
1,Round,0.384,0.366
1,Round,0.367,0.347
1,Round,0.365,0.349
1,Round,0.363,0.344
1,Round,0.348,0.333
1,Round,0.349,0.331
1,Round,0.336,0.323
1,Round,0.345,0.333
1,Round,0.340,0.330
1,Round,0.333,0.329
1,Round,0.268,0.263
1,Almond,0.228,0.223
1,Almond,0.236,0.239
1,Round,0.255,0.257
1,Round,0.319,0.312
1,Round,0.326,0.319
1,Round,0.320,0.314
1,Round,0.311,0.307
1,Round,0.317,0.315
1,Round,0.306,0.303
1,Round,0.311,0.306
1,Round,0.324,0.316
1,Round,0.330,0.322
1,Round,0.343,0.334
1,Round,0.350,0.339
1,Round,0.345,0.332
1,Round,0.350,0.342
1,Round,0.344,0.337
1,Round,0.343,0.340
1,Round,0.329,0.326
1,Round,0.321,0.318
1,Round,0.318,0.319
1,Round,0.327,0.327
1,Round,0.322,0.322
1,Round,0.299,0.301
1,Round,0.302,0.308
1,Round,0.247,0.258
1,Almond,0.188,0.201
1,Almond,0.196,0.207
1,Almond,0.239,0.249
1,Round,0.299,0.312
1,Round,0.346,0.357
1,Round,0.350,0.361
1,Round,0.361,0.372
1,Round,0.384,0.398
1,Round,0.381,0.389
1,Round,0.383,0.391
1,Round,0.378,0.385
1,Round,0.387,0.400
1,Round,0.384,0.394
1,Round,0.380,0.390
1,Round,0.396,0.407
1,Round,0.393,0.403
1,Round,0.409,0.422
1,Round,0.457,0.461
1,Round,0.458,0.463
1,Round,0.457,0.464
1,Round,0.446,0.452
1,Round,0.464,0.468
1,Round,0.453,0.457
1,Round,0.462,0.462
1,Round,0.433,0.441
1,Round,0.444,0.458
1,Round,0.440,0.450
1,Round,0.446,0.458
1,Round,0.448,0.461
1,Round,0.447,0.459
1,Round,0.445,0.457
1,Round,0.451,0.461
1,Round,0.446,0.456
1,Round,0.381,0.391
1,Round,0.303,0.315
1,Round,0.353,0.359
1,Round,0.400,0.412
1,Round,0.428,0.442
1,Round,0.409,0.424
1,Round,0.408,0.425
1,Round,0.409,0.426
1,Round,0.408,0.425
1,Round,0.424,0.440
1,Round,0.413,0.428
1,Round,0.406,0.422
1,Round,0.427,0.442
1,Round,0.439,0.452
1,Round,0.443,0.462
1,Round,0.446,0.460
1,Round,0.437,0.454
1,Round,0.455,0.469
1,Round,0.447,0.463
