person_id,eye_type,ear_value_left,ear_value_right
1,Round,0.385,0.394
1,Round,0.402,0.406
1,Round,0.405,0.403
1,Round,0.396,0.397
1,Round,0.380,0.384
1,Round,0.386,0.387
1,Round,0.388,0.392
1,Round,0.384,0.388
1,Round,0.373,0.376
1,Round,0.383,0.386
1,Round,0.364,0.370
1,Round,0.363,0.369
1,Round,0.376,0.380
1,Round,0.372,0.374
1,Round,0.351,0.361
1,Round,0.358,0.365
1,Round,0.365,0.364
1,Round,0.365,0.367
1,Round,0.374,0.375
1,Round,0.379,0.378
1,Round,0.376,0.373
1,Round,0.374,0.371
1,Round,0.371,0.365
1,Round,0.370,0.363
1,Round,0.378,0.370
1,Round,0.376,0.366
1,Round,0.410,0.391
1,Round,0.406,0.387
1,Round,0.390,0.370
1,Round,0.395,0.372
1,Round,0.402,0.382
1,Round,0.408,0.384
1,Round,0.403,0.385
1,Round,0.394,0.372
1,Round,0.393,0.374
1,Round,0.398,0.375
1,Round,0.392,0.370
1,Round,0.391,0.367
1,Round,0.397,0.377
1,Round,0.400,0.379
1,Round,0.404,0.381
1,Round,0.399,0.376
1,Round,0.407,0.387
1,Round,0.401,0.380
1,Round,0.407,0.378
1,Round,0.412,0.386
1,Round,0.388,0.360
1,Round,0.388,0.363
1,Round,0.252,0.237
1,Round,0.263,0.245
1,Almond,0.229,0.208
1,Almond,0.240,0.220
1,Round,0.290,0.275
1,Round,0.290,0.274
1,Round,0.335,0.328
1,Round,0.339,0.329
1,Round,0.339,0.330
1,Round,0.362,0.356
1,Round,0.358,0.358
1,Round,0.364,0.362
1,Round,0.371,0.370
1,Round,0.367,0.365
1,Round,0.373,0.371
1,Round,0.374,0.373
1,Round,0.381,0.385
1,Round,0.380,0.382
1,Round,0.378,0.371
1,Round,0.382,0.373
1,Round,0.381,0.372
1,Round,0.370,0.370
1,Round,0.371,0.372
1,Round,0.365,0.367
1,Round,0.380,0.379
1,Round,0.380,0.379
1,Round,0.364,0.367
1,Round,0.382,0.384
1,Round,0.374,0.382
1,Round,0.374,0.384
1,Round,0.373,0.373
1,Round,0.368,0.367
1,Round,0.369,0.367
1,Round,0.360,0.364
1,Round,0.379,0.379
1,Round,0.377,0.377
1,Almond,0.221,0.214
1,Almond,0.237,0.228
1,Almond,0.212,0.210
1,Almond,0.206,0.204
1,Almond,0.202,0.195
1,Almond,0.217,0.212
1,Almond,0.205,0.199
1,Almond,0.225,0.221
