person_id,eye_type,ear_value_left,ear_value_right
1,Round,0.439,0.395
1,Round,0.434,0.39
1,Round,0.428,0.388
1,Round,0.426,0.384
1,Round,0.418,0.383
1,Round,0.414,0.381
1,Round,0.392,0.362
1,Round,0.39,0.364
1,Round,0.394,0.368
1,Round,0.382,0.361
1,Round,0.362,0.341
1,Round,0.383,0.365
1,Round,0.373,0.359
1,Round,0.384,0.375
1,Round,0.384,0.379
1,Round,0.377,0.385
1,Round,0.367,0.368
1,Round,0.349,0.355
1,Round,0.375,0.387
1,Round,0.367,0.384
1,Round,0.371,0.396
1,Round,0.385,0.406
1,Round,0.386,0.409
1,Round,0.391,0.413
1,Round,0.383,0.406
1,Round,0.384,0.409
1,Round,0.376,0.401
1,Round,0.396,0.417
1,Round,0.378,0.402
1,Round,0.379,0.405
1,Round,0.385,0.407
1,Round,0.378,0.402
1,Round,0.372,0.398
1,Round,0.383,0.412
1,Round,0.381,0.408
1,Round,0.377,0.397
1,Round,0.38,0.399
1,Round,0.393,0.41
1,Round,0.385,0.404
1,Round,0.375,0.391
1,Round,0.395,0.414
1,Round,0.39,0.41
1,Round,0.383,0.401
1,Round,0.372,0.392
1,Round,0.364,0.382
1,Round,0.371,0.387
1,Round,0.372,0.388
1,Round,0.369,0.385
1,Round,0.374,0.394
1,Round,0.389,0.408
1,Round,0.375,0.388
1,Round,0.372,0.391
1,Round,0.373,0.386
1,Round,0.388,0.401
1,Round,0.387,0.398
1,Round,0.393,0.405
1,Round,0.393,0.402
1,Round,0.395,0.405
1,Round,0.397,0.407
1,Round,0.392,0.404
1,Round,0.394,0.404
1,Round,0.393,0.403
1,Round,0.388,0.395
1,Round,0.393,0.403
1,Round,0.372,0.383
1,Round,0.376,0.388
1,Round,0.385,0.394
1,Round,0.389,0.402
1,Round,0.385,0.397
1,Round,0.377,0.383
1,Round,0.384,0.389
1,Round,0.375,0.383
1,Round,0.39,0.402
1,Round,0.387,0.398
1,Round,0.383,0.387
1,Round,0.398,0.403
1,Round,0.39,0.395
1,Round,0.389,0.394
1,Round,0.407,0.41
1,Round,0.399,0.404
1,Round,0.399,0.404
1,Round,0.402,0.408
1,Round,0.398,0.403
1,Round,0.409,0.415
1,Round,0.396,0.399
1,Round,0.401,0.404
1,Round,0.403,0.408
1,Round,0.402,0.406
1,Round,0.391,0.403
1,Round,0.391,0.401
1,Round,0.4,0.403
1,Round,0.412,0.415
1,Round,0.411,0.413
1,Round,0.387,0.391
1,Round,0.389,0.396
1,Round,0.382,0.386
1,Round,0.401,0.404
1,Round,0.406,0.411
1,Round,0.407,0.412
1,Round,0.408,0.416
1,Round,0.406,0.411
1,Round,0.406,0.412
1,Round,0.406,0.411
1,Round,0.409,0.415
1,Round,0.407,0.413
1,Round,0.398,0.409
1,Round,0.405,0.413
1,Round,0.422,0.426
1,Round,0.372,0.384
1,Round,0.375,0.386
1,Almond,0.213,0.225
1,Almond,0.229,0.24
1,Almond,0.223,0.234
1,Almond,0.22,0.233
1,Almond,0.218,0.233
1,Almond,0.226,0.235
1,Almond,0.226,0.233
1,Almond,0.22,0.23
1,Almond,0.22,0.231
1,Almond,0.222,0.229
1,Almond,0.232,0.24
1,Almond,0.228,0.236
1,Almond,0.236,0.242
1,Almond,0.234,0.24
1,Almond,0.226,0.23
1,Almond,0.231,0.235
1,Almond,0.231,0.233
1,Almond,0.233,0.24
1,Almond,0.229,0.237
1,Almond,0.235,0.24
1,Almond,0.234,0.24
1,Almond,0.22,0.225
1,Almond,0.241,0.241
1,Almond,0.231,0.236
1,Almond,0.226,0.232
